firm_name_fda,normalized_name,source,n_records,match_status,n_gvkey_candidates,gvkey,company_name_compustat,sic,costat,cik,cross_entity_family
ST JUDE MEDICAL-CARDIAC RHYTHM MANAGEMENT DIVISION,ST JUDE MEDICAL CARDIAC RHYTHM MANAGEMENT DIVISION,part803_maude,1,unmatched,,,,,,,
ST JUDE MEDICAL- NEUROMODULATION DIVSION,ST JUDE MEDICAL NEUROMODULATION DIVSION,part803_maude,1,unmatched,,,,,,,
Thermofisher Scientive,THERMOFISHER SCIENTIVE,part806_recall,1,unmatched,,,,,,,
Lens.com,LENS COM,part806_recall,1,unmatched,,,,,,,
"SMITH & NEPHEW, INC. / ORTHOPAEDICS",SMITH AND NEPHEW ORTHOPAEDICS,part803_maude,1,unmatched,,,,,,,
"ST JUDE MEDICAL, NEURMODULATION",ST JUDE MEDICAL NEURMODULATION,part803_maude,1,unmatched,,,,,,,
Laser Peripherals LLC,LASER PERIPHERALS,part806_recall,1,unmatched,,,,,,,
"AMO Puerto Rico Manufacturing, Inc. Rd #",AMO PUERTO RICO MANUFACTURING RD,part806_recall,1,unmatched,,,,,,,
Laserworld Usa Inc,LASERWORLD,part806_recall,1,unmatched,,,,,,,
"ST JUDE MEDICAL, DAIG DIVISION, INC.",ST JUDE MEDICAL DAIG DIVISION,part803_maude,1,unmatched,,,,,,,
"SMITH & NEPHEW INC, ORTHOPAEDIC DIV",SMITH AND NEPHEW ORTHOPAEDIC DIV,part803_maude,1,unmatched,,,,,,,
"SMITH & NEPHEW INC, ORTHOPAEDIC DIV.",SMITH AND NEPHEW ORTHOPAEDIC DIV,part803_maude,1,unmatched,,,,,,,
"Thommen Medical, AG Hauptstrasse, 87 Waldenburg Switzerland",THOMMEN MEDICAL HAUPTSTRASSE 87 WALDENBURG SWITZERLAND,part806_recall,1,unmatched,,,,,,,
"ST JUDE MEDICAL, DAIG DIV., INC.",ST JUDE MEDICAL DAIG DIV,part803_maude,1,unmatched,,,,,,,
SMITH & NEPHEW INC-ENDOSCOPY DIV,SMITH AND NEPHEW ENDOSCOPY DIV,part803_maude,1,unmatched,,,,,,,
"ST JUDE MEDICAL, DAIG DIV, INC.",ST JUDE MEDICAL DAIG DIV,part803_maude,1,unmatched,,,,,,,
"Allergan Sales, LLC",ALLERGAN SALES,part806_recall,1,unmatched,,,,,,,
Lansinoh Laboratories Inc,LANSINOH LABORATORIES,part806_recall,1,unmatched,,,,,,,
"ST JUDE MEDICAL, DAGIG DIVISION",ST JUDE MEDICAL DAGIG DIVISION,part803_maude,1,unmatched,,,,,,,
"ST JUDE MEDICAL, CRMD",ST JUDE MEDICAL CRMD,part803_maude,1,unmatched,,,,,,,
"ST JUDE MEDICAL, CARDIOLOGY DIVISION",ST JUDE MEDICAL CARDIOLOGY DIVISION,part803_maude,1,unmatched,,,,,,,
SMITH & NEPHEW INC. (ENDOSCOPY DIVISION),SMITH AND NEPHEW ENDOSCOPY DIVISION,part803_maude,1,unmatched,,,,,,,
"ST JUDE MEDICAL, CARDIAC RHYTHM MGMT DIVISION",ST JUDE MEDICAL CARDIAC RHYTHM MGMT DIVISION,part803_maude,1,unmatched,,,,,,,
"Edan Instruments, Inc.
 7/F, Yuehai Office Bldg.
 1128 Nanyou Road
 Nanshan, Shenzhen Guangdong China",EDAN INSTRUMENTS 7 F YUEHAI OFFICE BLDG 1128 NANYOU ROAD NANSHAN SHENZHEN GUANGDONG CHINA,part806_recall,1,unmatched,,,,,,,
SMITH & NEPHEW INC. - ENDOSCOPY DIV,SMITH AND NEPHEW ENDOSCOPY DIV,part803_maude,1,unmatched,,,,,,,
"ST JUDE MEDICAL, GLOBAL HEADQUARTERS",ST JUDE MEDICAL GLOBAL HEADQUARTERS,part803_maude,1,unmatched,,,,,,,
Laurimed LLC,LAURIMED,part806_recall,1,unmatched,,,,,,,
SMITH & NEPHEW INC ORTHOPAEDIC,SMITH AND NEPHEW ORTHOPAEDIC,part803_maude,1,unmatched,,,,,,,
"ST JUDE MEDICAL, INC. DAIG DIVISION",ST JUDE MEDICAL DAIG DIVISION,part803_maude,1,unmatched,,,,,,,
SMITH & NEPHEW INC ORTHOPAEDICS DIV,SMITH AND NEPHEW ORTHOPAEDICS DIV,part803_maude,1,unmatched,,,,,,,
"Leica Biosystems Newcastle Ltd. Balliol Business Park West, Benton Lane Newcastle Upon Tyne United Kingdom",LEICA BIOSYSTEMS NEWCASTLE BALLIOL BUSINESS PARK WEST BENTON LANE NEWCASTLE UPON TYNE UNITED KINGDOM,part806_recall,1,unmatched,,,,,,,
"ST JUDE MEDICAL, INC./ABBOTT LABORATORIES",ST JUDE MEDICAL ABBOTT LABORATORIES,part803_maude,1,unmatched,,,,,,,
Leica Biosystems Melbourne Pty Ltd,LEICA BIOSYSTEMS MELBOURNE PTY,part806_recall,1,unmatched,,,,,,,
"ST JUDE MEDICAL, INC. VALVE DIVISION",ST JUDE MEDICAL VALVE DIVISION,part803_maude,1,unmatched,,,,,,,
"SMITH & NEPHEW INC, AARAU SWITZERLAND MFG SITE",SMITH AND NEPHEW AARAU SWITZERLAND MFG SITE,part803_maude,1,unmatched,,,,,,,
"SMITH & NEPHEW, INC. /ORTHOPAEDIC DIV.",SMITH AND NEPHEW ORTHOPAEDIC DIV,part803_maude,1,unmatched,,,,,,,
"ST JUDE MEDICAL, INC. VALVE DIV",ST JUDE MEDICAL VALVE DIV,part803_maude,1,unmatched,,,,,,,
SMITH & NEPHEW WOUND CARE,SMITH AND NEPHEW WOUND CARE,part803_maude,1,unmatched,,,,,,,
Allergen Medical,ALLERGEN MEDICAL,part806_recall,1,unmatched,,,,,,,
"ST JUDE MEDICAL, INC. CARDIAC RHYTHM MGMT DIV.",ST JUDE MEDICAL CARDIAC RHYTHM MGMT DIV,part803_maude,1,unmatched,,,,,,,
"Allergy Laboratories, Inc.",ALLERGY LABORATORIES,part806_recall,1,unmatched,,,,,,,
"SMITH & NEPHEW, INC. AARAU SWITZELAND MANUF.",SMITH AND NEPHEW AARAU SWITZELAND MANUF,part803_maude,1,unmatched,,,,,,,
Leibel-Flarsheim Company LLC,LEIBEL FLARSHEIM,part806_recall,1,unmatched,,,,,,,
IDS LTD 194 Simgung-Ro Gwangtan-Myeon Paju Korea (the Republic of),IDS 194 SIMGUNG RO GWANGTAN MYEON PAJU KOREA REPUBLIC OF,part806_recall,1,unmatched,,,,,,,
"ST JUDE MEDICAL, INC, HEART VALVE PRODUCTS QUALITY DEPT.",ST JUDE MEDICAL HEART VALVE PRODUCTS QUALITY DEPT,part803_maude,1,unmatched,,,,,,,
"SMITH & NEPHEW UNITED, INC.",SMITH AND NEPHEW UNITED,part803_maude,1,unmatched,,,,,,,
"ST JUDE MEDICAL, INC CRMD",ST JUDE MEDICAL CRMD,part803_maude,1,unmatched,,,,,,,
SMITH & NEPHEW FABRIQUE PAR MEDICAL LIMITED,SMITH AND NEPHEW FABRIQUE PAR MEDICAL,part803_maude,1,unmatched,,,,,,,
ST JUDE MEDICAL/CARDIAC PHYTHM MANAGEMENT DIVISI,ST JUDE MEDICAL CARDIAC PHYTHM MANAGEMENT DIVISI,part803_maude,1,unmatched,,,,,,,
"Life Recovery Systems HD, LLC",LIFE RECOVERY SYSTEMS HD,part806_recall,1,unmatched,,,,,,,
Linvatec Corp DBA Linvatec/Hal,LINVATEC LINVATEC HAL,part806_recall,1,unmatched,,,,,,,
"Alter-G, Incorporated",ALTER G,part806_recall,1,unmatched,,,,,,,
Lodox Na Llc,LODOX NA,part806_recall,1,unmatched,,,,,,,
"Lockheed Martin Gyrocam Systems, Inc.",LOCKHEED MARTIN GYROCAM SYSTEMS,part806_recall,1,unmatched,,,,,,,
Utak Laboratories Inc,UTAK LABORATORIES,part806_recall,1,unmatched,,,,,,,
ST. JUDE MEDICAL (RADI),ST JUDE MEDICAL RADI,part803_maude,1,unmatched,,,,,,,
Linvatec Imaging,LINVATEC IMAGING,part806_recall,1,unmatched,,,,,,,
"ETHICON, INC. Calle Durango 2751 Col. Parque Industrial Americas, Juarez Juarez Mexico",ETHICON CALLE DURANGO 2751 COL PARQUE INDUSTRIAL AMERICAS JUAREZ JUAREZ MEXICO,part806_recall,1,unmatched,,,,,,,
ST. JUDE MEDICAL (NO ABBOTT),ST JUDE MEDICAL NO ABBOTT,part803_maude,1,unmatched,,,,,,,
ST. JUDE MEDICAL (GREATBATCH LTD),ST JUDE MEDICAL GREATBATCH,part803_maude,1,unmatched,,,,,,,
"ST. JUDE MEDICAL , AF DIV.",ST JUDE MEDICAL AF DIV,part803_maude,1,unmatched,,,,,,,
Linet Spol. S.r.o. Zelevcice 5 Zelevcice Czech Republic,LINET SPOL S R O ZELEVCICE 5 ZELEVCICE CZECH REPUBLIC,part806_recall,1,unmatched,,,,,,,
ST. JUDE MEDICAL (FORMERLY THORATEC CORP),ST JUDE MEDICAL FORMERLY THORATEC,part803_maude,1,unmatched,,,,,,,
ST. JUDE MEDICAL (FORMALLY THORATEC CORP),ST JUDE MEDICAL FORMALLY THORATEC,part803_maude,1,unmatched,,,,,,,
"Geneoscopy, Inc.",GENEOSCOPY,part806_recall,1,unmatched,,,,,,,
SMITH & NEPHEW ENDOSCOPY OKLAHOMA MANUFACTURING,SMITH AND NEPHEW ENDOSCOPY OKLAHOMA MANUFACTURING,part803_maude,1,unmatched,,,,,,,
Linet Americas,LINET AMERICAS,part806_recall,1,unmatched,,,,,,,
"Linde Gas North America Llc
 575 Mountain Ave
 Attn Import Compliance Manager
 New Providence NJ 07974",LINDE GAS NORTH AMERICA 575 MOUNTAIN AVE ATTN IMPORT COMPLIANCE MANAGER NEW PROVIDENCE NJ 07974,part806_recall,1,unmatched,,,,,,,
Limacorporate S.p.A Via Nazionale 52 Frazione Villanova San Daniele del Friuli Italy,LIMACORPORATE S P A VIA NAZIONALE 52 FRAZIONE VILLANOVA SAN DANIELE DEL FRIULI ITALY,part806_recall,1,unmatched,,,,,,,
ST. JUDE MEDICAL (THORATEC),ST JUDE MEDICAL THORATEC,part803_maude,1,unmatched,,,,,,,
Loma Vista Medical,LOMA VISTA MEDICAL,part806_recall,1,unmatched,,,,,,,
Alpine Biomed Aps 16-18 Tonsbakken Skovlunde Denmark,ALPINE BIOMED APS 16 18 TONSBAKKEN SKOVLUNDE DENMARK,part806_recall,1,unmatched,,,,,,,
"SMITH & NEPHEW, INC. / ENDOSCOPY DIV",SMITH AND NEPHEW ENDOSCOPY DIV,part803_maude,1,unmatched,,,,,,,
SMITH & NEPHEW ENDOSCOPY DYONICS,SMITH AND NEPHEW ENDOSCOPY DYONICS,part803_maude,1,unmatched,,,,,,,
SMITH & NEPHEW ENDOSCOPY INC.,SMITH AND NEPHEW ENDOSCOPY,part803_maude,1,unmatched,,,,,,,
ENDOTRONIX,ENDOTRONIX,part806_recall,1,unmatched,,,,,,,
Fisher & Paykel Healthcare Ltd 15 Maurice Paykel Place Auckland New Zealand,FISHER AND PAYKEL HEALTHCARE 15 MAURICE PAYKEL PLACE AUCKLAND NEW ZEALAND,part806_recall,1,unmatched,,,,,,,
"SMITH & NEPHEW / SMITH & NEPHEW INC., ENDOSCOPY DIVISION",SMITH AND NEPHEW SMITH AND NEPHEW ENDOSCOPY DIVISION,part803_maude,1,unmatched,,,,,,,
ST. JUDE MEDICAL - MEUROMODULATION,ST JUDE MEDICAL MEUROMODULATION,part803_maude,1,unmatched,,,,,,,
Lsi Medience Corporation 13-4 Uchikanda,LSI MEDIENCE 13 4 UCHIKANDA,part806_recall,1,unmatched,,,,,,,
SMITH & NEPHEW ENDOSCOPY MANSFIELD MANUFACTUR,SMITH AND NEPHEW ENDOSCOPY MANSFIELD MANUFACTUR,part803_maude,1,unmatched,,,,,,,
"Lorad, A Hologic, Inc.",LORAD A HOLOGIC,part806_recall,1,unmatched,,,,,,,
SMITH & NEPHEW ENDOSCOPY MANUFACTURE,SMITH AND NEPHEW ENDOSCOPY MANUFACTURE,part803_maude,1,unmatched,,,,,,,
ST. JUDE MEDICAL - CARDIAC RHYTHM MANAGEMENT DIVISION,ST JUDE MEDICAL CARDIAC RHYTHM MANAGEMENT DIVISION,part803_maude,1,unmatched,,,,,,,
"AlterG, Incorporated",ALTERG,part806_recall,1,unmatched,,,,,,,
"SMITH & NEPHEW, INC. / ENDOSCOPY DIV.",SMITH AND NEPHEW ENDOSCOPY DIV,part803_maude,1,unmatched,,,,,,,
Gendex Corp,GENDEX,part806_recall,1,unmatched,,,,,,,
ST. JUDE MEDICAL - /NEUROMODULATION,ST JUDE MEDICAL NEUROMODULATION,part803_maude,1,unmatched,,,,,,,
"IDEV Technologies, Inc.",IDEV TECHNOLOGIES,part806_recall,1,unmatched,,,,,,,
First Quality Hygienic Inc,FIRST QUALITY HYGIENIC,part806_recall,1,unmatched,,,,,,,
"ST. JUDE MEDICAL , INC. CRMD",ST JUDE MEDICAL CRMD,part803_maude,1,unmatched,,,,,,,
ST. JUDE MEDICAL (CVD - MINNETONKA),ST JUDE MEDICAL CVD MINNETONKA,part803_maude,1,unmatched,,,,,,,
Us Endovascular,ENDOVASCULAR,part806_recall,1,unmatched,,,,,,,
Allied Vision Group Inc,ALLIED VISION,part806_recall,1,unmatched,,,,,,,
ST. JUDE - MEDICAL NEUROMODULATION,ST JUDE MEDICAL NEUROMODULATION,part803_maude,1,unmatched,,,,,,,
ST. JUDE MEDICAL (AF - MINNETONKA),ST JUDE MEDICAL AF MINNETONKA,part803_maude,1,unmatched,,,,,,,
ST. JUDE MEDICAL (ABBOTT),ST JUDE MEDICAL ABBOTT,part803_maude,1,unmatched,,,,,,,
"LifeCell Corporation, A Wholly Owned Subsidiary of Allergan PLC",LIFECELL A WHOLLY OWNED SUBSIDIARY OF ALLERGAN,part806_recall,1,unmatched,,,,,,,
ST. JUDE MEDICAL  NEUROMODUALTION DIVISION,ST JUDE MEDICAL NEUROMODUALTION DIVISION,part803_maude,1,unmatched,,,,,,,
Alltech Medical Systems America Inc,ALLTECH MEDICAL SYSTEMS AMERICA,part806_recall,1,unmatched,,,,,,,
"Life-Tech International, Inc",LIFE TECH,part806_recall,1,unmatched,,,,,,,
ST. JUDE MEDICAL  - NEUROMODULATION SYSTEMS,ST JUDE MEDICAL NEUROMODULATION SYSTEMS,part803_maude,1,unmatched,,,,,,,
ST. JUDE INC. MEDICAL CARDIAC RHYTHM MANAGEMENT DIV.,ST JUDE MEDICAL CARDIAC RHYTHM MANAGEMENT DIV,part803_maude,1,unmatched,,,,,,,
ST. JUDE,ST JUDE,part803_maude,1,unmatched,,,,,,,
LifeNet,LIFENET,part806_recall,1,unmatched,,,,,,,
Turkuaz Saglik Hizmetleri Medikal Temizlik Kim. Ur. San. ve Tic. A.S. Akcaburgaz Mahallesi Muhsin Yazicioglu Caddesi No:45/5 Esenyurt Turkey,TURKUAZ SAGLIK HIZMETLERI MEDIKAL TEMIZLIK KIM UR SAN VE TIC A S AKCABURGAZ MAHALLESI MUHSIN YAZICIOGLU CADDESI NO 45 5 ESENYURT TURKEY,part806_recall,1,unmatched,,,,,,,
"ST, JUDE MEDICAL, NEUROMODULATION",ST JUDE MEDICAL NEUROMODULATION,part803_maude,1,unmatched,,,,,,,
"AlloSource, Inc.",ALLOSOURCE,part806_recall,1,unmatched,,,,,,,
ST JUDE MEDICAL/HEART VALVE DIVISION,ST JUDE MEDICAL HEART VALVE DIVISION,part803_maude,1,unmatched,,,,,,,
"ST JUDE MEDICAL/DAIG, REGULATORY COMPLAINCE",ST JUDE MEDICAL DAIG REGULATORY COMPLAINCE,part803_maude,1,unmatched,,,,,,,
"AMD Lasers, LLC",AMD LASERS,part806_recall,1,unmatched,,,,,,,
SMITH & NEPHEW EQUIPMENT GROUP,SMITH AND NEPHEW EQUIPMENT,part803_maude,1,unmatched,,,,,,,
ST JUDE MEDICAL/DAIG,ST JUDE MEDICAL DAIG,part803_maude,1,unmatched,,,,,,,
ST. JUDE MEDICAL (AF MINNETONKA),ST JUDE MEDICAL AF MINNETONKA,part803_maude,1,unmatched,,,,,,,
Lifecor Inc,LIFECOR,part806_recall,1,unmatched,,,,,,,
General Electric Med. Sys. Ultrasound,GENERAL ELECTRIC MED SYS ULTRASOUND,part806_recall,1,unmatched,,,,,,,
SMITH & NEPHEW ENDOSCOYP,SMITH AND NEPHEW ENDOSCOYP,part803_maude,1,unmatched,,,,,,,
ST. JUDE MEDICAL (CS-WOODRIDGE),ST JUDE MEDICAL CS WOODRIDGE,part803_maude,1,unmatched,,,,,,,
IDS (Immunodiagnostic Systems Ltd.) Usworth Hall Washington United Kingdom,IDS IMMUNODIAGNOSTIC SYSTEMS USWORTH HALL WASHINGTON UNITED KINGDOM,part806_recall,1,unmatched,,,,,,,
"LimFlow, Inc.",LIMFLOW,part806_recall,1,unmatched,,,,,,,
SMITH & NEPHEW ENDOSCOY MANSFIELD MANUFACTURE,SMITH AND NEPHEW ENDOSCOY MANSFIELD MANUFACTURE,part803_maude,1,unmatched,,,,,,,
Alphatec Mfg Inc,ALPHATEC MFG,part806_recall,1,unmatched,,,,,,,
Alpha-Omega Services Inc,ALPHA OMEGA SERVICES,part806_recall,1,unmatched,,,,,,,
ST. JUDE MEDICAL (COSTA RICA),ST JUDE MEDICAL COSTA RICA,part803_maude,1,unmatched,,,,,,,
EVIDENT SCIENTIFIC INC,EVIDENT SCIENTIFIC,part806_recall,1,unmatched,,,,,,,
EYE COMFORT CARE LLC,EYE COMFORT CARE,part806_recall,1,unmatched,,,,,,,
"ThermoFisher Scientific Co., LLC",THERMOFISHER SCIENTIFIC,part806_recall,1,unmatched,,,,,,,
"Genesee BioMedical, Inc.",GENESEE BIOMEDICAL,part806_recall,1,unmatched,,,,,,,
ST. JUDE MEDICAL (CARDIAC ASSIST DIVISION),ST JUDE MEDICAL CARDIAC ASSIST DIVISION,part803_maude,1,unmatched,,,,,,,
Alpha Omega Engineering,ALPHA OMEGA ENGINEERING,part806_recall,1,unmatched,,,,,,,
LightMed USA Inc,LIGHTMED,part806_recall,1,unmatched,,,,,,,
Almore International Inc,ALMORE,part806_recall,1,unmatched,,,,,,,
SMITH & NEPHEW ENDOSOCPY MANSFIELD MANUFACTURE,SMITH AND NEPHEW ENDOSOCPY MANSFIELD MANUFACTURE,part803_maude,1,unmatched,,,,,,,
ST. JUDE MEDICAL (ARIES DIVISION),ST JUDE MEDICAL ARIES DIVISION,part803_maude,1,unmatched,,,,,,,
Thermo Fisher Scientific Ratashe 2 Vantaa Finland,THERMO FISHER SCIENTIFIC RATASHE 2 VANTAA FINLAND,part806_recall,1,unmatched,,,,,,,
Maquet Cardiopulmonary Ag Kehler Str. 31 Rastatt Germany,MAQUET CARDIOPULMONARY KEHLER STR 31 RASTATT GERMANY,part806_recall,1,unmatched,,,,,,,
The See Clear Company,SEE CLEAR,part806_recall,1,unmatched,,,,,,,
"ST. JUDE MEDICAL ATG, INC",ST JUDE MEDICAL ATG,part803_maude,1,unmatched,,,,,,,
"Antigua Carretera Sanchez Itabo, Haina Dominican Republic (the)",ANTIGUA CARRETERA SANCHEZ ITABO HAINA DOMINICAN REPUBLIC,part806_recall,1,unmatched,,,,,,,
"ST. JUDE MEDICAL PUERTO RICO, BV",ST JUDE MEDICAL PUERTO RICO,part803_maude,1,unmatched,,,,,,,
"ST. JUDE MEDICAL PUERTO RICO, B.V.(CD)",ST JUDE MEDICAL PUERTO RICO B V CD,part803_maude,1,unmatched,,,,,,,
Apatech Limited 370 Centennial Ave Elstree United Kingdom,APATECH 370 CENTENNIAL AVE ELSTREE UNITED KINGDOM,part806_recall,1,unmatched,,,,,,,
Djo Surgical,DJO SURGICAL,part806_recall,1,unmatched,,,,,,,
"ST. JUDE MEDICAL PUERTO RICO, (CS)",ST JUDE MEDICAL PUERTO RICO CS,part803_maude,1,unmatched,,,,,,,
ST. JUDE MEDICAL PUERTO RICO INC. (CS),ST JUDE MEDICAL PUERTO RICO CS,part803_maude,1,unmatched,,,,,,,
"SMITH & NEPHEW, INC ENDOSCOPY DIV",SMITH AND NEPHEW ENDOSCOPY DIV,part803_maude,1,unmatched,,,,,,,
Hudson Respiratory Care Inc,HUDSON RESPIRATORY CARE,part806_recall,1,unmatched,,,,,,,
Medispectra Inc.,MEDISPECTRA,part806_recall,1,unmatched,,,,,,,
Teledyne Instruments Analytical Instruments,TELEDYNE INSTRUMENTS ANALYTICAL INSTRUMENTS,part806_recall,1,unmatched,,,,,,,
"Doctor's Research Group, Inc.",DOCTOR S RESEARCH,part806_recall,1,unmatched,,,,,,,
Medishop USA,MEDISHOP,part806_recall,1,unmatched,,,,,,,
Medimop Medical Projects Ltd.,MEDIMOP MEDICAL PROJECTS,part806_recall,1,unmatched,,,,,,,
Future Diagnostics Solutions B.V. Nieuweweg 279 Wijchen Netherlands,FUTURE DIAGNOSTICS SOLUTIONS B V NIEUWEWEG 279 WIJCHEN NETHERLANDS,part806_recall,1,unmatched,,,,,,,
"SMITH & NEPHEW, INC ORTHOPAEDIC DIV",SMITH AND NEPHEW ORTHOPAEDIC DIV,part803_maude,1,unmatched,,,,,,,
"Ansh Labs, LLC",ANSH LABS,part806_recall,1,unmatched,,,,,,,
Dokitz NovoSci,DOKITZ NOVOSCI,part806_recall,1,unmatched,,,,,,,
"Dollar Tree Distribution, Inc.",DOLLAR TREE DISTRIBUTION,part806_recall,1,unmatched,,,,,,,
"VGI Medical, LLC",VGI MEDICAL,part806_recall,1,unmatched,,,,,,,
Medisurg Research & Management Corp,MEDISURG RESEARCH AND MANAGEMENT,part806_recall,1,unmatched,,,,,,,
"ST. JUDE MEDICAL S.C., INC, US DIVISION",ST JUDE MEDICAL S C DIVISION,part803_maude,1,unmatched,,,,,,,
"ST. JUDE MEDICAL PUERTO RICO,INC.",ST JUDE MEDICAL PUERTO RICO,part803_maude,1,unmatched,,,,,,,
"SMITH & NEPHEW, AG GERMANY MANUFACTURING SITE",SMITH AND NEPHEW GERMANY MANUFACTURING SITE,part803_maude,1,unmatched,,,,,,,
Flux Technology Inc.,FLUX TECHNOLOGY,part806_recall,1,unmatched,,,,,,,
Apic Yamada America,APIC YAMADA AMERICA,part806_recall,1,unmatched,,,,,,,
ST. JUDE MEDICAL S.C. INC,ST JUDE MEDICAL S C,part803_maude,1,unmatched,,,,,,,
SIEMENS-ELEMA AB/ LIFE SUPPORT SYSTEMS DIV.,SIEMENS ELEMA LIFE SUPPORT SYSTEMS DIV,part803_maude,1,unmatched,,,,,,,
ST. JUDE MEDICAL PUERTO RICO. INC.,ST JUDE MEDICAL PUERTO RICO,part803_maude,1,unmatched,,,,,,,
"Fukuda Denshi Co., Ltd. 2-35-8 Hongo, Bunkyo-Ku Tokyo Japan",FUKUDA DENSHI 2 35 8 HONGO BUNKYO KU TOKYO JAPAN,part806_recall,1,unmatched,,,,,,,
SIEMENS-ELEMA AB/LIFE SUPORT SYSTEMS DIVISION,SIEMENS ELEMA LIFE SUPORT SYSTEMS DIVISION,part803_maude,1,unmatched,,,,,,,
"ST. JUDE MEDICAL PUERTO RICO,INC (CS)",ST JUDE MEDICAL PUERTO RICO CS,part803_maude,1,unmatched,,,,,,,
Teledyne Analytical Instruments,TELEDYNE ANALYTICAL INSTRUMENTS,part806_recall,1,unmatched,,,,,,,
SIEMENS-ELEMA AB/LIFE SUPPOR SYSTEMS DIVISION,SIEMENS ELEMA LIFE SUPPOR SYSTEMS DIVISION,part803_maude,1,unmatched,,,,,,,
Medisystems Corp,MEDISYSTEMS,part806_recall,1,unmatched,,,,,,,
Aperio Technologies Inc,APERIO TECHNOLOGIES,part806_recall,1,unmatched,,,,,,,
"Fukuda Denshi USA, Inc.",FUKUDA DENSHI,part806_recall,1,unmatched,,,,,,,
"ST. JUDE MEDICAL PUERTO RICO, INC. (CS.)",ST JUDE MEDICAL PUERTO RICO CS,part803_maude,1,unmatched,,,,,,,
"Flowonix Medical, Inc.",FLOWONIX MEDICAL,part806_recall,1,unmatched,,,,,,,
Teknimed SA 11 Rue Apollo L France,TEKNIMED 11 RUE APOLLO L FRANCE,part806_recall,1,unmatched,,,,,,,
"Telcare, LLC",TELCARE,part806_recall,1,unmatched,,,,,,,
"SMITH & NEPHEW, INC ORTHOPAEDIC DIVISION",SMITH AND NEPHEW ORTHOPAEDIC DIVISION,part803_maude,1,unmatched,,,,,,,
ST. JUDE MEDICAL PACESETTER,ST JUDE MEDICAL PACESETTER,part803_maude,1,unmatched,,,,,,,
"ST. JUDE MEDICAL P.R., B.V.",ST JUDE MEDICAL P R B V,part803_maude,1,unmatched,,,,,,,
GAGA PRO LIGHTING EQUIPMENT CO.,GAGA PRO LIGHTING EQUIPMENT,part806_recall,1,unmatched,,,,,,,
"Medical Specialties Distributors, Inc.",MEDICAL SPECIALTIES DISTRIBUTORS,part806_recall,1,unmatched,,,,,,,
"Domain Surgical, Inc.",DOMAIN SURGICAL,part806_recall,1,unmatched,,,,,,,
"Dornier Medtech America, Inc.",DORNIER MEDTECH AMERICA,part806_recall,1,unmatched,,,,,,,
Dr Franz Koehler Chemie Gmbh Werner-Von-Siemens-Str. 14-28 Bensheim Germany,DR FRANZ KOEHLER CHEMIE WERNER VON SIEMENS STR 14 28 BENSHEIM GERMANY,part806_recall,1,unmatched,,,,,,,
GA Industries,GA INDUSTRIES,part806_recall,1,unmatched,,,,,,,
SIEMENS-ELEMA VENTILATOR SYSTEMS,SIEMENS ELEMA VENTILATOR SYSTEMS,part803_maude,1,unmatched,,,,,,,
ST. JUDE MEDICAL NEUROMODULAITON,ST JUDE MEDICAL NEUROMODULAITON,part803_maude,1,unmatched,,,,,,,
"Home Health US, Incorporated",HOME HEALTH,part806_recall,1,unmatched,,,,,,,
Anodyne Surgical,ANODYNE SURGICAL,part806_recall,1,unmatched,,,,,,,
ST. JUDE MEDICAL P.R. B.V.,ST JUDE MEDICAL P R B V,part803_maude,1,unmatched,,,,,,,
ST. JUDE MEDICAL NEUROMODUATION DIVISION,ST JUDE MEDICAL NEUROMODUATION DIVISION,part803_maude,1,unmatched,,,,,,,
SIEMENS-ELEMA-AB LIFE SUPPORT SYSTEMS DIV.,SIEMENS ELEMA LIFE SUPPORT SYSTEMS DIV,part803_maude,1,unmatched,,,,,,,
ST. JUDE MEDICAL NEUROMODUATION,ST JUDE MEDICAL NEUROMODUATION,part803_maude,1,unmatched,,,,,,,
GE HEALTHCARE AUSTRIA GMBH & CO Tiefenbach 15 Pfaffing Austria,GE HEALTHCARE AUSTRIA AND TIEFENBACH 15 PFAFFING AUSTRIA,part806_recall,1,unmatched,,,,,,,
ST. JUDE MEDICAL NEUROMDULATION DIVISION,ST JUDE MEDICAL NEUROMDULATION DIVISION,part803_maude,1,unmatched,,,,,,,
ST. JUDE MEDICAL NEURMODULATION,ST JUDE MEDICAL NEURMODULATION,part803_maude,1,unmatched,,,,,,,
ST. JUDE MEDICAL NEUORMODULATION DIVISION,ST JUDE MEDICAL NEUORMODULATION DIVISION,part803_maude,1,unmatched,,,,,,,
ST. JUDE MEDICAL NEUORMODUILATION,ST JUDE MEDICAL NEUORMODUILATION,part803_maude,1,unmatched,,,,,,,
"TeraRecon, Inc.",TERARECON,part806_recall,1,unmatched,,,,,,,
"SMITH & NEPHEW, INC SWITZERLAND MANUFACTURING SITE",SMITH AND NEPHEW SWITZERLAND MANUFACTURING SITE,part803_maude,1,unmatched,,,,,,,
"Ansar Group, Inc. Dba Ansar Medical Technologies, Inc",ANSAR ANSAR MEDICAL TECHNOLOGIES,part806_recall,1,unmatched,,,,,,,
Medical Vision Ab Haestholmsvaegen,MEDICAL VISION HAESTHOLMSVAEGEN,part806_recall,1,unmatched,,,,,,,
Tenex Health Inc,TENEX HEALTH,part806_recall,1,unmatched,,,,,,,
