lead_sponsor_name,gvkey,start_year,end_year,note,sponsor_norm
Saegis Pharmaceuticals,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 18159 (AGIOS PHARMACEUTICALS) flagged unreliable; no manual rescue available -- left UNMAPPED,saegis pharmaceuticals
Xeolas Pharmaceuticals Limited,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 247881 (GW PHARMACEUTICALS LIMITED) flagged unreliable; no manual rescue available -- left UNMAPPED,xeolas pharmaceuticals limited
Vyome Therapeutics Inc.,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 21522 (VYNE THERAPEUTICS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,vyome therapeutics inc
Targia Pharmaceuticals Ltd.,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 30674 (ARIAD PHARMACEUTICALS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,targia pharmaceuticals ltd
SPGO Research Mannheim GmbH,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 9071 (RESEARCH INC) flagged unreliable; no manual rescue available -- left UNMAPPED,spgo research mannheim gmbh
SPA Società Prodotti Antibiotici S.p.A.,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 1059 (A P S INC) flagged unreliable; no manual rescue available -- left UNMAPPED,spa societ prodotti antibiotici s p a
Vivozon Pharmaceutical Inc.,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 61167 (VION PHARMACEUTICALS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,vivozon pharmaceutical inc
Probiomed S.A. de C.V.,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 30584 (A S V INC) flagged unreliable; no manual rescue available -- left UNMAPPED,probiomed s a de c v
"University Research Co, LLC",UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 9071 (RESEARCH INC) flagged unreliable; no manual rescue available -- left UNMAPPED,university research co llc
"Acta Pharmaceuticals, Inc",UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 37292 (ATEA PHARMACEUTICALS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,acta pharmaceuticals inc
"Tarus Therapeutics, Inc.",UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 184114 (TRIUS THERAPEUTICS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,tarus therapeutics inc
Shanghai Alebund Pharmaceuticals Limited,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 247881 (GW PHARMACEUTICALS LIMITED) flagged unreliable; no manual rescue available -- left UNMAPPED,shanghai alebund pharmaceuticals limited
Var2 Pharmaceuticals,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 37495 (ARS PHARMACEUTICALS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,var2 pharmaceuticals
Advanced Viral Research Corp,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 9071 (RESEARCH INC) flagged unreliable; no manual rescue available -- left UNMAPPED,advanced viral research corp
"AffyImmune Therapeutics, Inc.",UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 25077 (AIMMUNE THERAPEUTICS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,affyimmune therapeutics inc
TRx Wound Care Limited,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 163933 (TRX INC) flagged unreliable; no manual rescue available -- left UNMAPPED,trx wound care limited
"Senesco Technologies, Inc.",UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 23224 (ESCO TECHNOLOGIES INC) flagged unreliable; no manual rescue available -- left UNMAPPED,senesco technologies inc
Sentient Research,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 9071 (RESEARCH INC) flagged unreliable; no manual rescue available -- left UNMAPPED,sentient research
ValoTec,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 11097 (VALTEC CORP) flagged unreliable; no manual rescue available -- left UNMAPPED,valotec
"Sutra Medical, Inc.",UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 22038 (SUPRA MEDICAL CORP) flagged unreliable; no manual rescue available -- left UNMAPPED,sutra medical inc
SeneXta Therapeutics SA,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 38496 (ERNEXA THERAPEUTICS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,senexta therapeutics sa
"Semnur Pharmaceuticals, Inc.",UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 28470 (RA PHARMACEUTICALS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,semnur pharmaceuticals inc
XSpline S.p.A.,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 1059 (A P S INC) flagged unreliable; no manual rescue available -- left UNMAPPED,xspline s p a
Svelte Medical Systems Europe,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 25013 (PLC SYSTEMS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,svelte medical systems europe
Semler Research Center Pvt. Ltd.,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 9071 (RESEARCH INC) flagged unreliable; no manual rescue available -- left UNMAPPED,semler research center pvt ltd
"Sention Therapeutics, LLC",UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 65838 (SEVION THERAPEUTICS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,sention therapeutics llc
Swami Rama Cancer Hospital and Research Institute,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 9071 (RESEARCH INC) flagged unreliable; no manual rescue available -- left UNMAPPED,swami rama cancer hospital and research institute
"ASKA Pharmaceutical Co., Ltd.",UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 100718 (TAKEDA PHARMACEUTICAL CO LTD) flagged unreliable; no manual rescue available -- left UNMAPPED,aska pharmaceutical co ltd
"Woodmont Pharmaceuticals, Inc.",UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 28470 (RA PHARMACEUTICALS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,woodmont pharmaceuticals inc
Systems Medicine LLC,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 25013 (PLC SYSTEMS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,systems medicine llc
Advanced Research Network,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 9071 (RESEARCH INC) flagged unreliable; no manual rescue available -- left UNMAPPED,advanced research network
"Valent Technologies, LLC",UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 126554 (AGILENT TECHNOLOGIES INC) flagged unreliable; no manual rescue available -- left UNMAPPED,valent technologies llc
TRX Orthopedics,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 163933 (TRX INC) flagged unreliable; no manual rescue available -- left UNMAPPED,trx orthopedics
Tasca Therapeutics,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 38745 (TSCAN THERAPEUTICS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,tasca therapeutics
"Starx Research Center, LLC",UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 9071 (RESEARCH INC) flagged unreliable; no manual rescue available -- left UNMAPPED,starx research center llc
"Stargazer Pharmaceuticals, Inc.",UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 28470 (RA PHARMACEUTICALS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,stargazer pharmaceuticals inc
Advanced Eye Research Associates,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 9071 (RESEARCH INC) flagged unreliable; no manual rescue available -- left UNMAPPED,advanced eye research associates
"Shengke Pharmaceuticals (Jiangsu) Limited, China",UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 247881 (GW PHARMACEUTICALS LIMITED) flagged unreliable; no manual rescue available -- left UNMAPPED,shengke pharmaceuticals jiangsu limited china
"The Campbell Clinic, UK",UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 11151 (GROUP INC (THE)) flagged unreliable; no manual rescue available -- left UNMAPPED,the campbell clinic uk
"AboutSkin Dermatology and DermSurgery, PC",UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 6588 (PC GROUP INC) flagged unreliable; no manual rescue available -- left UNMAPPED,aboutskin dermatology and dermsurgery pc
The Chemo-Sero-Therapeutic Research Institute,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 9071 (RESEARCH INC) flagged unreliable; no manual rescue available -- left UNMAPPED,the chemo-sero-therapeutic research institute
"The Crofoot Research Center, Inc.",UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 9071 (RESEARCH INC) flagged unreliable; no manual rescue available -- left UNMAPPED,the crofoot research center inc
"Vitrac Therapeutics, LLC",UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 23813 (VIRACTA THERAPEUTICS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,vitrac therapeutics llc
The Eye Machine Canada Inc.,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 11151 (GROUP INC (THE)) flagged unreliable; no manual rescue available -- left UNMAPPED,the eye machine canada inc
ARIA Research Pty Ltd,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 9071 (RESEARCH INC) flagged unreliable; no manual rescue available -- left UNMAPPED,aria research pty ltd
"Zeno Pharmaceuticals, Inc.",UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 4409 (ENZON PHARMACEUTICALS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,zeno pharmaceuticals inc
The Flume Catheter Company Ltd,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 11151 (GROUP INC (THE)) flagged unreliable; no manual rescue available -- left UNMAPPED,the flume catheter company ltd
"The Foundation for Spinal Research, Education and Humanitarian Care, Inc.",UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 9071 (RESEARCH INC) flagged unreliable; no manual rescue available -- left UNMAPPED,the foundation for spinal research education and humanitarian care inc
The Grasses of Eden Ltd,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 11151 (GROUP INC (THE)) flagged unreliable; no manual rescue available -- left UNMAPPED,the grasses of eden ltd
"The Herb, Inc",UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 11151 (GROUP INC (THE)) flagged unreliable; no manual rescue available -- left UNMAPPED,the herb inc
The Insides Company,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 11151 (GROUP INC (THE)) flagged unreliable; no manual rescue available -- left UNMAPPED,the insides company
Respirics Inc.,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 14385 (RESPIRONICS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,respirics inc
World Health Research Inc.,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 9071 (RESEARCH INC) flagged unreliable; no manual rescue available -- left UNMAPPED,world health research inc
"The Institute for Diabetes Discovery, LLC",UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 11151 (GROUP INC (THE)) flagged unreliable; no manual rescue available -- left UNMAPPED,the institute for diabetes discovery llc
The Avicena Group,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 11151 (GROUP INC (THE)) flagged unreliable; no manual rescue available -- left UNMAPPED,the avicena group
"Thar Pharmaceuticals, Inc",UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 37495 (ARS PHARMACEUTICALS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,thar pharmaceuticals inc
UCB Italy s.p.a.,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 1059 (A P S INC) flagged unreliable; no manual rescue available -- left UNMAPPED,ucb italy s p a
AeroRx Therapeutics Inc.,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 35267 (AKERO THERAPEUTICS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,aerorx therapeutics inc
"SEED Therapeutics, Inc.",UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 24177 (SERES THERAPEUTICS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,seed therapeutics inc
Xsira Pharmaceuticals,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 43186 (MIRA PHARMACEUTICALS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,xsira pharmaceuticals
"Stamford Pharmaceuticals, Inc.",UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 28470 (RA PHARMACEUTICALS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,stamford pharmaceuticals inc
Tavanta Therapeutics,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 178547 (TARGANTA THERAPEUTICS CORP) flagged unreliable; no manual rescue available -- left UNMAPPED,tavanta therapeutics
"Aeovian Pharmaceuticals, Inc.",UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 28470 (RA PHARMACEUTICALS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,aeovian pharmaceuticals inc
Tecnología e Innovación Médico Estética S.L.,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 13255 (A M E INC) flagged unreliable; no manual rescue available -- left UNMAPPED,tecnolog a e innovaci n m dico est tica s l
RostaQuo S.p.A.,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 1059 (A P S INC) flagged unreliable; no manual rescue available -- left UNMAPPED,rostaquo s p a
"Vascular Pharmaceuticals, Inc.",UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 28470 (RA PHARMACEUTICALS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,vascular pharmaceuticals inc
Abbott Research Group,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 9071 (RESEARCH INC) flagged unreliable; no manual rescue available -- left UNMAPPED,abbott research group
Vidara Therapeutics Research Ltd,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 9071 (RESEARCH INC) flagged unreliable; no manual rescue available -- left UNMAPPED,vidara therapeutics research ltd
Yali Pharmaceuticals,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 62977 (SALIX PHARMACEUTICALS LTD) flagged unreliable; no manual rescue available -- left UNMAPPED,yali pharmaceuticals
"Ubix Therapeutics, Inc.",UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 36767 (NURIX THERAPEUTICS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,ubix therapeutics inc
Temple Therapeutics BV,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 39104 (TEMPEST THERAPEUTICS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,temple therapeutics bv
"Teon Therapeutics, Inc.",UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 33664 (NEON THERAPEUTICS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,teon therapeutics inc
"Yuejia Pharmaceuticals (USA), Inc.",UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 28470 (RA PHARMACEUTICALS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,yuejia pharmaceuticals usa inc
ART Advanced Research Technologies Inc.,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 9071 (RESEARCH INC) flagged unreliable; no manual rescue available -- left UNMAPPED,art advanced research technologies inc
"Adare Pharmaceuticals, Inc.",UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 28470 (RA PHARMACEUTICALS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,adare pharmaceuticals inc
Microsoft Research,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 9071 (RESEARCH INC) flagged unreliable; no manual rescue available -- left UNMAPPED,microsoft research
"Primmune Therapeutics, Inc.",UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 25077 (AIMMUNE THERAPEUTICS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,primmune therapeutics inc
Cycle Therapeutics Ltd,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 35137 (BICYCLE THERAPEUTICS PLC) flagged unreliable; no manual rescue available -- left UNMAPPED,cycle therapeutics ltd
"Elion Therapeutics, Inc.",UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 15803 (NOVELION THERAPEUTICS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,elion therapeutics inc
"Eminence Clinical Research, Inc.",UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 9071 (RESEARCH INC) flagged unreliable; no manual rescue available -- left UNMAPPED,eminence clinical research inc
"Empi, A DJO Company",UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 145911 (DJO INC) flagged unreliable; no manual rescue available -- left UNMAPPED,empi a djo company
Encore Research Inc.,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 9071 (RESEARCH INC) flagged unreliable; no manual rescue available -- left UNMAPPED,encore research inc
